"occupation_c" "position_c" "age_c" "gender_c" "marital_status_c" "municipality_c" "occ_class_c" "occ_subclass_c" "occupation" "population" "HISCO"
1867" "M" "O" "Purmerend" "III" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/III/b_/Loodgieters>" 1 "87105"
"183778" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "O" "Purmerend" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"183792" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "M" "O" "Weesp" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"183806" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "M" "O" "Alkmaar." "XX" "f" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XX/f/Loopknechts_en_pakkendragers>" 2 "37040"
"183820" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "M" "O" "Zaandam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"183834" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "M" "O" "Enkhuizen" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"183848" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "M" "G" "Hilversum" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"183862" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "M" "O" "Hoorn" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hoorn/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"183876" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "V" "G" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"183890" "Loopknechts en pakkendragers" "D" "13


1876" "M" "O" "Zaandam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XX/f_/Loopknechts_en_pakkendragers>" 6 "37040"
"183904" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "V" "O" "Alkmaar." "XX" "f" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XX/f/Loopknechts_en_pakkendragers>" 1 "37040"
"183918" "Loopknechts en pakkendragers" "D" "36
---
50

1853
  ---
1839" "M" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"183932" "Loopknechts en pakkendragers" "D" "16
---
17

1873
  ---
1872" "M" "O" "Zaandam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XX/f_/Loopknechts_en_pakkendragers>" 7 "37040"
"183946" "Loopknechts en pakkendragers" "D" "36
---
50

1853
  ---
1839" "M" "O" "Hilversum" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"183960" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "G" "Hoorn" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hoorn/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"183974" "Loopknechts en pakkendragers" "D" "13


1876" "M" "O" "Enkhuizen" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"183988" "Loopknechts en pakkendragers" "D" "36
---
50

1853
  ---
1839" "M" "G" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"184002" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "O" "Enkhuizen" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184016" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "V" "O" "Hoorn" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hoorn/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"184030" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "M" "G" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 230 "37040"
"184044" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "M" "O" "Purmerend" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184058" "Loopknechts en pakkendragers" "D" "36
---
50

1853
  ---
1839" "M" "G" "Edam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Edam/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184072" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "M" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 110 "37040"
"184086" "Loopknechts en pakkendragers" "D" "13


1876" "M" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 90 "37040"
"184100" "Loopknechts en pakkendragers" "D" "71
en
daarboven

1818
en
vroeger" "M" "G" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 20 "37040"
"184114" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "G" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"184128" "Loopknechts en pakkendragers" "D" "12


1878" "V" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184142" "Loopknechts en pakkendragers" "D" "61
---
65

1828
  ---
1824" "M" "G" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 8 "37040"
"184156" "Loopknechts en pakkendragers" "D" "13


1876" "V" "O" "Enkhuizen" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"184170" "Loopknechts en pakkendragers" "D" "16
---
17

1873
  ---
1872" "M" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"184184" "Loopknechts en pakkendragers" "D" "13


1876" "V" "O" "Purmerend" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184198" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "M" "O" "Sloten" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Sloten/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184212" "Loopknechts en pakkendragers" "D" "13


1876" "V" "O" "Alkmaar." "XX" "f" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XX/f/Loopknechts_en_pakkendragers>" 1 "37040"
"184226" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "M" "O" "Weesp" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XX/f_/Loopknechts_en_pakkendragers>" 5 "37040"
"184240" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "V" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184254" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "M" "O" "Velsen" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Velsen/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"184268" "Loopknechts en pakkendragers" "D" "16
---
17

1873
  ---
1872" "M" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 190 "37040"
"184282" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "M" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 7 "37040"
"184296" "Loopknechts en pakkendragers" "D" "71
en
daarboven

1818
en
vroeger" "M" "G" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184310" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "M" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"184324" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 20 "37040"
"184338" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "M" "G" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"184352" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "G" "Zaandam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"184366" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "V" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 4 "37040"
"184380" "Loopknechts en pakkendragers" "D" "23
---
24

1866
  ---
1865" "V" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 6 "37040"
"184394" "Loopknechts en pakkendragers" "D" "16
---
17

1873
  ---
1872" "M" "O" "Enkhuizen" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184408" "Loopknechts en pakkendragers" "D" "23
---
24

1866
  ---
1865" "M" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 40 "37040"
"184422" "Loopknechts en pakkendragers" "D" "66
---
70

1823
---
1818" "M" "G" "Purmerend" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184436" "Loopknechts en pakkendragers" "D" "61
---
65

1828
  ---
1824" "M" "G" "Enkhuizen" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184450" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "G" "Purmerend" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184464" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "V" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 20 "37040"
"184478" "Loopknechts en pakkendragers" "D" "71
en
daarboven

1818
en
vroeger" "V" "G" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184492" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "M" "G" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184506" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "V" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184520" "Loopknechts en pakkendragers" "D" "23
---
24

1866
  ---
1865" "M" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184534" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "V" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 20 "37040"
"184548" "Loopknechts en pakkendragers" "D" "66
---
70

1823
---
1818" "M" "G" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 20 "37040"
"184562" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "M" "G" "Edam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Edam/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184576" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "M" "O" "Alkmaar." "XX" "f" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XX/f/Loopknechts_en_pakkendragers>" 5 "37040"
"184590" "Loopknechts en pakkendragers" "D" "12


1878" "V" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184604" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "V" "O" "Enkhuizen" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184618" "Loopknechts en pakkendragers" "D" "16
---
17

1873
  ---
1872" "V" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"184632" "Loopknechts en pakkendragers" "D" "12


1878" "M" "O" "Zaandam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XX/f_/Loopknechts_en_pakkendragers>" 4 "37040"
"184646" "Loopknechts en pakkendragers" "D" "36
---
50

1853
  ---
1839" "M" "G" "Purmerend" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184660" "Loopknechts en pakkendragers" "D" "66
---
70

1823
---
1818" "M" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184674" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184688" "Loopknechts en pakkendragers" "D" "13


1876" "M" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 20 "37040"
"184702" "Loopknechts en pakkendragers" "D" "13


1876" "V" "O" "Zaandam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XX/f_/Loopknechts_en_pakkendragers>" 3 "37040"
"184716" "Loopknechts en pakkendragers" "D" "71
en
daarboven

1818
en
vroeger" "M" "G" "Hilversum" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"184730" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "M" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 260 "37040"
"184744" "Loopknechts en pakkendragers" "D" "16
---
17

1873
  ---
1872" "M" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 20 "37040"
"184758" "Loopknechts en pakkendragers" "D" "23
---
24

1866
  ---
1865" "M" "G" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"184772" "Loopknechts en pakkendragers" "D" "12


1878" "M" "O" "III" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/III/XX/f_/Loopknechts_en_pakkendragers>" 4 "37040"
"184786" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "M" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 3 "37040"
"184800" "Loopknechts en pakkendragers" "D" "13


1876" "V" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"184814" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "V" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 3 "37040"
"184828" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184842" "Loopknechts en pakkendragers" "D" "61
---
65

1828
  ---
1824" "M" "G" "Alkmaar." "XX" "f" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XX/f/Loopknechts_en_pakkendragers>" 4 "37040"
"184856" "Loopknechts en pakkendragers" "D" "23
---
24

1866
  ---
1865" "M" "G" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"184870" "Loopknechts en pakkendragers" "D" "12


1878" "M" "O" "Weesp" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184884" "Loopknechts en pakkendragers" "D" "61
---
65

1828
  ---
1824" "M" "G" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 5 "37040"
"184898" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "O" "Zaandam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184912" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "M" "O" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 10 "37040"
"184926" "Loopknechts en pakkendragers" "D" "18
---
22

1871
  ---
1867" "M" "O" "Edam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Edam/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184940" "Loopknechts en pakkendragers" "D" "23
---
24

1866
  ---
1865" "M" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"184954" "Loopknechts en pakkendragers" "D" "16
---
17

1873
  ---
1872" "V" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 20 "37040"
"184968" "Loopknechts en pakkendragers" "D" "71
en
daarboven

1818
en
vroeger" "M" "G" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 3 "37040"
"184982" "Loopknechts en pakkendragers" "D" "23
---
24

1866
  ---
1865" "M" "O" "Zaandam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"184996" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "M" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 40 "37040"
"185010" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "M" "O" "Hilversum" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XX/f_/Loopknechts_en_pakkendragers>" 7 "37040"
"185024" "Loopknechts en pakkendragers" "D" "61
---
65

1828
  ---
1824" "M" "O" "X" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XX/f_/Loopknechts_en_pakkendragers>" 8 "37040"
"185038" "Loopknechts en pakkendragers" "D" "51
---
60

1838
  ---
1829" "M" "O" "Hilversum" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"185052" "Loopknechts en pakkendragers" "D" "66
---
70

1823
---
1818" "M" "G" "Alkmaar." "XX" "f" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XX/f/Loopknechts_en_pakkendragers>" 1 "37040"
"185066" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "V" "O" "Haarlem." "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XX/f_/Loopknechts_en_pakkendragers>" 9 "37040"
"185080" "Loopknechts en pakkendragers" "D" "71
en
daarboven

1818
en
vroeger" "M" "G" "Alkmaar." "XX" "f" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XX/f/Loopknechts_en_pakkendragers>" 1 "37040"
"185094" "Loopknechts en pakkendragers" "D" "13


1876" "V" "O" "Hilversum" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"185108" "Loopknechts en pakkendragers" "D" "14
---
15

1875
  ---
1874" "V" "O" "Enkhuizen" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"185122" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "M" "O" "Zaandam" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XX/f_/Loopknechts_en_pakkendragers>" 2 "37040"
"185136" "Loopknechts en pakkendragers" "D" "66
---
70

1823
---
1818" "M" "G" "Nieuwer Amstel" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
"185150" "Loopknechts en pakkendragers" "D" "1878 en later. beneden 12 j." "V" "O" "Alkmaar." "XX" "f" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XX/f/Loopknechts_en_pakkendragers>" 1 "37040"
"185164" "Loopknechts en pakkendragers" "D" "25
---
35

1864
  ---
1854" "M" "O" "Hilversum" "XX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XX/f_/Loopknechts_en_pakkendragers>" 1 "37040"
