"occupation_c" "position_c" "age_c" "gender_c" "marital_status_c" "municipality_c" "occupation" "population" "HISCO"
1876 - 1864" "VROUWEN" "G." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 3 "41025"
"229967" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "VROUWEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 5 "41025"
"229984" "Handel in voorwerpen van kleeding" "A" "61 - 65
1838 - 1834" "VROUWEN" "O." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230001" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "VROUWEN" "O." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230018" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "VROUWEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230035" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "VROUWEN" "O." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230052" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 10 "41025"
"230069" "Handel in voorwerpen van kleeding" "A" "61 - 65
1838 - 1834" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230086" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "VROUWEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230103" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "O." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230120" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 6 "41025"
"230137" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230154" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 7 "41025"
"230171" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 7 "41025"
"230188" "Handel in voorwerpen van kleeding" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"230205" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 8 "41025"
"230222" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"230239" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "VROUWEN" "O." "Edam" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230256" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "VROUWEN" "O." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230273" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230290" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 4 "41025"
"230307" "Handel in voorwerpen van kleeding" "A" "18 - 22
1881 - 1877" "MANNEN" "O." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230324" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
1828 en vroeger" "VROUWEN" "G." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230341" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Texel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 4 "41025"
"230358" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "VROUWEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"230375" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"230392" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230409" "Handel in voorwerpen van kleeding" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 5 "41025"
"230426" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "VROUWEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 3 "41025"
"230443" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 6 "41025"
"230460" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
1828 en vroeger" "VROUWEN" "G." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230477" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230494" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 3 "41025"
"230511" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230528" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "VROUWEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230545" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "O." "Wormerveer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230562" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 7 "41025"
"230579" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 8 "41025"
"230596" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
1828 en vroeger" "VROUWEN" "O." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230613" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 6 "41025"
"230630" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230647" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "VROUWEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230664" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230681" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "VROUWEN" "O." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230698" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230715" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Enkhuizen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 5 "41025"
"230732" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230749" "Handel in voorwerpen van kleeding" "A" "61 - 65
1838 - 1834" "VROUWEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230766" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "VROUWEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 5 "41025"
"230783" "Handel in voorwerpen van kleeding" "A" "18 - 22
1881 - 1877" "VROUWEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230800" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
1828 en vroeger" "MANNEN" "O." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230817" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"230834" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 5 "41025"
"230851" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 3 "41025"
"230868" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"230885" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230902" "Handel in voorwerpen van kleeding" "A" "18 - 22
1881 - 1877" "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230919" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"230936" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "VROUWEN" "O." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"230953" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 10 "41025"
"230970" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "VROUWEN" "O." "Texel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"230987" "Handel in voorwerpen van kleeding" "A" "61 - 65
1838 - 1834" "VROUWEN" "G." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231004" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "VROUWEN" "G." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231021" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 10 "41025"
"231038" "Handel in voorwerpen van kleeding" "A" "61 - 65
1838 - 1834" "VROUWEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231055" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Beverwijk" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 4 "41025"
"231072" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 6 "41025"
"231089" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231106" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
1828 en vroeger" "VROUWEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231123" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"231140" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Haarlemmermeer" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 8 "41025"
"231157" "Handel in voorwerpen van kleeding" "A" "18 - 22
1881 - 1877" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231174" "Handel in voorwerpen van kleeding" "A" "61 - 65
1838 - 1834" "VROUWEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 4 "41025"
"231191" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "O." "Velzen" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231208" "Handel in voorwerpen van kleeding" "A" "61 - 65
1838 - 1834" "MANNEN" "G." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"231225" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231242" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 6 "41025"
"231259" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "VROUWEN" "G." "Bloemendaal" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231276" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Alkmaar" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"231293" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
1828 en vroeger" "VROUWEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231310" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231327" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 3 "41025"
"231344" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "O." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"231361" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Bussum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"231378" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Texel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 3 "41025"
"231395" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Sloten" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231412" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 10 "41025"
"231429" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "VROUWEN" "G." "Weesp" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231446" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "VROUWEN" "O." "Texel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"231463" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
1828 en vroeger" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231480" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "VROUWEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 2 "41025"
"231497" "Handel in voorwerpen van kleeding" "A" "23 - 35
1876 - 1864" "MANNEN" "O." "Nieuwer-Amstel" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 1 "41025"
"231514" "Handel in voorwerpen van kleeding" "A" "66 - 70
1833 - 1829" "MANNEN" "G." "Hilversum" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 4 "41025"
"231531" "Handel in voorwerpen van kleeding" "A" "51 - 60
1848 - 1839" "MANNEN" "G." "Purmerend" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 3 "41025"
"231548" "Handel in voorwerpen van kleeding" "A" "36 - 50
1863 - 1849" "MANNEN" "G." "Hoorn" "<http://www.data2semantics.org/data/BRT_1899_04_T_marked/Noordholland/Handel_in_voorwerpen_van_kleeding>" 20 "41025"
"231565" "Handel in voorwerpen van kleeding" "A" "71 en daarboven
